cgpa,internships,intern_quality,certifications,skill_level,projects_score,course,tier,placement_rate,avg_salary,placement_cell,job_demand,job_activity,region_density,macro,pipeline,placed_3m,placed_6m,placed_12m,salary,risk
6.99,1,0,2,1,0,6,2,48,3.2,2,2,3,0.11216846893967497,1,1,0,1,1,4.2,medium
3.73,0,0,3,0,2,3,2,97,7.0,0,1,2,0.7167147559439829,4,2,1,1,1,5.8,medium
6.9,2,4,2,2,1,2,3,64,3.6,0,2,1,0.9248999950554596,1,4,1,1,1,6.1,low
7.42,2,0,1,1,0,8,1,54,22.5,1,1,2,0.9957496526972901,3,0,0,1,1,17.8,medium
6.71,0,0,0,0,1,11,3,31,2.6,2,2,2,0.6206221287610915,3,0,1,1,1,2.3,medium
6.3,0,0,0,2,2,11,3,38,5.1,0,3,2,0.8320119466587537,1,2,1,1,1,4.8,low
5.4,1,1,0,2,2,14,3,49,4.8,2,1,2,0.178541024652154,2,1,0,0,1,5.9,medium
9.15,2,4,1,1,1,13,2,70,9.1,2,2,1,0.9621006722543461,2,2,0,1,1,10.2,low
6.81,0,0,0,1,0,9,3,57,3.3,3,1,2,0.8664069568833866,1,0,0,0,1,1.1,medium
4.93,3,0,2,1,1,13,2,36,9.8,2,2,1,0.30931709208813507,2,0,1,1,1,11.5,low
7.19,0,0,0,0,2,5,1,52,11.9,1,2,2,0.9862331979339586,3,4,1,1,1,13.0,low
8.75,1,0,2,1,3,6,2,52,8.2,0,3,3,0.24973718368472228,2,1,1,1,1,8.9,low
6.98,3,0,3,1,0,2,2,63,8.1,1,1,2,0.475857510534028,4,4,0,1,1,8.6,low
3.52,3,0,2,0,0,4,3,80,9.5,0,2,2,0.7230986607202016,3,0,1,1,1,7.3,medium
7.29,0,0,0,1,1,12,3,72,3.3,3,1,1,0.5080867075211659,2,2,1,1,1,4.2,medium
5.31,0,0,1,1,0,6,2,38,7.5,2,2,2,0.8967977946216358,2,2,0,0,1,5.7,medium
5.32,0,0,0,2,1,1,3,75,3.0,2,2,1,0.7354020335568079,2,2,0,1,1,2.4,low
4.91,1,0,0,0,1,4,2,32,15.6,2,3,1,0.7095011514285056,1,1,0,0,1,17.9,medium
7.61,1,3,3,0,1,9,3,71,5.5,2,1,3,0.5169175527530742,3,1,0,1,1,6.3,medium
8.95,0,0,0,1,1,11,3,84,2.4,2,2,1,0.29096349156411727,3,1,0,0,1,3.6,medium
5.31,2,0,0,1,2,9,2,98,4.5,2,1,2,0.392743860371653,2,0,1,1,1,2.7,low
4.41,3,0,1,2,3,9,3,84,4.9,2,1,1,0.22834484499112695,4,0,1,1,1,2.8,medium
7.95,2,0,0,1,1,10,3,54,4.4,0,1,3,0.6930106698972927,2,2,0,1,1,5.75,medium
8.11,1,0,1,2,3,12,3,77,2.8,0,1,1,0.7409282055973038,1,0,1,1,1,1.1,high
5.51,1,0,0,1,1,3,3,82,3.0,0,2,1,0.4126917593128664,2,0,0,1,1,3.4,medium
5.82,0,0,0,2,0,7,3,56,3.8,2,3,2,0.3767849057606141,3,1,1,1,1,3.5,high
5.36,0,0,1,1,0,2,2,58,10.9,2,1,1,0.6749407676595743,2,3,1,1,1,13.6,low
7.6,1,4,2,0,2,3,2,83,9.0,0,1,3,0.18988515334574962,3,0,1,1,1,10.6,low
5.53,4,2,0,0,2,1,2,32,5.2,0,1,3,0.6013980665571708,4,4,0,1,1,5.9,low
4.38,2,0,0,0,0,7,3,49,5.6,1,2,2,0.5710333358617343,1,4,0,1,1,4.9,medium
5.18,0,0,0,0,2,9,1,28,16.4,2,2,2,0.790394333983449,1,3,0,0,1,10.6,high
8.6,1,0,4,0,1,1,1,52,27.8,3,2,2,0.1472202150016422,1,0,0,1,1,27.4,medium
7.24,0,0,4,2,2,5,3,71,5.6,2,2,2,0.5955115405045175,2,1,1,1,1,4.9,medium
4.36,0,0,2,1,2,7,1,69,8.8,2,3,3,0.5766556070520887,2,0,1,1,1,9.4,medium
3.9,4,3,4,1,1,2,2,82,10.5,1,2,3,0.20298135757584435,2,1,1,1,1,13.799999999999999,low
7.29,0,0,1,1,1,3,3,40,4.4,3,1,1,0.24434112078538955,3,0,1,1,1,6.8999999999999995,high
5.23,0,0,2,1,2,6,3,97,2.1,1,2,1,0.36869640684583727,2,0,0,0,0,1.1,medium
5.6,0,0,1,2,3,2,2,70,7.5,3,2,2,0.5374905038671347,1,0,0,0,0,5.3,high
8.19,0,0,2,0,0,6,3,67,6.0,1,2,1,0.8853239919924919,2,0,0,0,1,6.8999999999999995,low
9.68,1,1,0,1,2,11,2,72,4.3,0,2,1,0.2279975271725876,2,0,1,1,1,3.8,low
8.9,1,0,3,1,0,2,3,42,6.3,3,2,1,0.9607022363472403,1,3,1,1,1,8.049999999999999,low
4.9,0,0,2,1,1,10,3,54,2.7,1,1,2,0.6645837333231173,2,1,0,1,1,4.0,low
6.1,1,0,2,0,3,9,3,30,4.9,0,1,2,0.3717355324227942,2,0,1,1,1,5.6,medium
7.11,3,0,2,0,3,9,2,74,6.6,2,1,2,0.5070557207605478,3,0,1,1,1,6.7,medium
5.57,1,0,0,0,0,10,3,62,3.5,2,2,1,0.6644645432650816,4,0,1,1,1,4.8,high
8.27,0,0,0,0,1,4,1,25,28.4,3,3,3,0.6213348105235155,2,3,0,1,1,34.0,low
5.1,2,0,3,0,2,12,2,71,4.6,1,1,2,0.2441081466968376,2,0,0,1,1,5.7,medium
6.75,1,0,0,2,3,13,2,88,7.5,1,1,1,0.7404768333046462,2,0,1,1,1,9.0,medium
4.25,2,0,0,0,0,6,3,79,3.4,0,2,1,0.8799279463345095,3,0,0,0,0,5.0,high
6.09,1,2,3,1,0,0,1,85,18.5,2,2,1,0.1843858982574527,1,0,0,1,1,19.8,low
7.37,0,0,1,1,2,8,2,33,13.4,0,1,1,0.14546053817483307,2,0,0,1,1,14.6,low
6.06,2,1,1,0,1,1,3,29,3.6,2,1,2,0.40663873100627645,2,0,0,0,1,1.6500000000000001,high
4.71,2,2,4,0,2,7,1,88,9.3,1,2,1,0.13142448739520135,4,3,0,1,1,11.3,low
5.0,0,0,1,0,0,7,2,67,4.7,3,3,3,0.7199927779872519,2,1,0,1,1,5.7,low
6.25,3,3,0,1,2,6,2,61,5.3,2,2,2,0.29177608303715463,1,1,1,1,1,4.5,low
9.83,0,0,5,2,1,3,2,41,4.2,2,1,3,0.5739770595488809,2,1,1,1,1,10.3,low
6.25,0,0,0,1,2,2,2,41,6.5,2,2,3,0.47073324850081877,2,1,0,0,1,5.7,low
7.65,1,2,2,0,0,11,3,90,5.5,1,2,1,0.38620169220962275,1,1,0,1,1,3.8,low
6.14,0,0,2,2,1,1,2,52,9.7,1,2,3,0.21925616095634914,3,1,0,0,1,9.4,medium
5.49,0,0,0,1,0,12,3,48,3.4,0,1,3,0.13921027109095938,2,0,0,1,1,1.1,high
9.0,1,2,2,1,1,2,2,72,5.8,0,1,2,0.924460240278386,1,2,1,1,1,5.5,low
4.32,1,2,3,0,0,3,2,91,4.4,1,2,2,0.7201648423118981,2,2,1,1,1,5.0,medium
9.22,1,0,3,0,0,1,2,65,6.8,1,2,1,0.355412968303668,3,2,0,1,1,5.3,low
4.17,0,0,3,2,2,10,3,28,2.1,2,1,2,0.9692104450360136,2,0,1,1,1,3.3,high
5.88,0,0,3,1,3,7,3,42,3.5,0,1,1,0.6574808949981741,2,1,0,1,1,3.3,medium
5.16,2,4,0,1,0,13,3,74,2.1,1,1,1,0.8345057384327919,2,0,0,1,1,1.1,medium
9.28,2,0,1,0,0,13,3,81,2.6,1,1,2,0.2138103678825854,1,0,1,1,1,5.9,low
6.51,0,0,4,1,2,12,2,82,5.7,3,1,2,0.5921061906407392,3,0,1,1,1,4.8,medium
5.44,0,0,5,0,0,1,2,91,6.3,3,1,3,0.7480769319667594,1,1,1,1,1,7.7,low
4.17,2,0,0,0,3,14,2,60,7.5,1,1,3,0.4892471517750575,1,0,0,0,1,3.2,high
3.57,2,0,0,2,1,14,3,74,4.8,2,1,1,0.9203604111683552,2,0,1,1,1,4.2,low
5.92,1,2,1,1,0,2,3,71,7.0,0,2,2,0.4378971095728317,1,0,1,1,1,6.7,high
6.06,3,0,0,0,1,12,3,55,4.5,3,2,2,0.2666160809567818,1,2,0,0,0,5.75,low
4.42,2,0,5,0,1,0,3,28,8.0,1,3,1,0.5745719026509368,3,3,0,1,1,10.35,low
6.39,1,2,2,0,1,7,2,45,6.3,2,1,2,0.8633298253485221,1,1,1,1,1,5.9,low
7.31,3,1,2,1,2,5,1,65,19.1,0,3,1,0.5769457601393315,2,1,1,1,1,21.5,low
4.21,3,0,0,1,2,14,3,44,5.6,1,1,1,0.9097705229740672,1,0,1,1,1,6.7,medium
6.46,2,0,0,0,0,5,1,56,14.8,1,1,2,0.1181191739335006,2,2,0,0,0,10.9,high
6.93,0,0,1,0,1,10,2,44,7.3,2,2,3,0.3395515608476274,1,0,1,1,1,8.8,medium
4.46,2,1,2,1,2,7,1,38,14.7,3,3,3,0.502688202340399,2,1,1,1,1,12.6,low
5.46,0,0,0,1,0,13,2,75,7.4,1,1,2,0.4401347479550253,1,3,0,1,1,8.1,low
6.05,1,0,1,2,3,14,1,30,23.1,1,1,1,0.9698378141895758,1,3,1,1,1,23.9,low
7.74,0,0,1,0,2,0,3,64,3.7,0,3,1,0.26152579562946027,1,0,1,1,1,1.6500000000000001,high
4.06,0,0,4,1,3,8,3,66,3.8,0,2,3,0.6355596739905147,2,0,1,1,1,2.8,low
5.37,2,2,0,1,3,12,1,67,10.6,0,1,1,0.9715517753858004,3,0,0,1,1,12.2,low
8.92,2,4,0,0,1,8,2,41,11.9,0,1,2,0.4737887755382899,2,2,1,1,1,12.3,medium
4.75,0,0,4,1,0,0,2,74,14.4,1,3,2,0.4932942603317739,2,0,1,1,1,18.0,low
9.58,0,0,1,2,0,9,1,66,22.0,3,1,2,0.8638335037098818,3,3,1,1,1,24.3,low
3.54,0,0,0,2,1,1,2,52,12.6,0,1,3,0.790759422181982,2,0,0,1,1,11.5,low
7.42,0,0,2,0,2,12,2,44,6.6,2,1,1,0.4741451128849572,3,3,0,1,1,3.0,medium
4.64,2,0,0,0,1,3,1,41,15.9,2,2,2,0.760851352577362,2,0,0,0,0,11.7,high
6.25,0,0,3,1,1,3,3,34,5.2,3,1,2,0.10722611315078123,4,3,1,1,1,6.0,high
6.13,0,0,0,1,3,3,1,68,17.1,0,1,1,0.9085248011360181,2,2,1,1,1,14.1,medium
4.47,1,1,3,0,2,13,3,62,5.4,0,1,1,0.5393096551504617,1,0,0,0,1,6.3,high
6.98,0,0,0,0,1,0,3,37,7.4,0,2,1,0.15526455948437767,2,3,0,0,0,8.2,high
9.12,0,0,3,1,2,2,2,39,9.8,0,1,2,0.2816003281649643,4,1,1,1,1,8.4,low
5.9,0,0,2,0,1,13,2,87,7.1,3,1,3,0.9537799770421738,2,2,0,1,1,4.4,medium
6.57,0,0,0,1,0,2,2,26,5.0,0,3,2,0.20660774408701207,3,3,0,1,1,3.7,medium
6.91,1,0,0,1,1,11,2,52,8.9,0,2,3,0.9337497050800385,3,0,0,1,1,11.5,medium
4.82,1,0,0,2,1,5,3,38,5.0,0,2,1,0.4259354917537528,3,1,1,1,1,6.6,medium
4.82,1,0,4,2,2,7,2,36,5.0,1,3,1,0.2982504807254311,2,1,1,1,1,5.2,low
7.04,1,3,4,1,0,14,3,47,6.6,1,1,2,0.5355186141403923,2,2,1,1,1,4.6,medium
9.51,0,0,2,1,0,9,3,85,5.3,1,1,1,0.45731542029662975,2,0,0,0,1,4.3,medium
6.71,1,4,1,2,2,9,3,97,4.6,3,1,1,0.3570711384672588,2,0,1,1,1,5.5,low
6.74,0,0,1,1,2,0,2,77,14.6,0,2,2,0.7657330290240422,2,3,1,1,1,14.9,medium
6.0,0,0,4,0,2,0,3,66,6.1,3,3,3,0.2789424816272372,1,2,0,1,1,5.0,low
7.8,2,3,2,1,3,4,1,37,29.5,1,2,2,0.8970859425529742,1,2,0,1,1,34.0,low
5.25,0,0,0,2,1,8,3,73,5.3,1,1,3,0.6180211400737081,3,0,0,0,1,5.2,high
7.7,0,0,5,1,3,5,2,58,8.5,0,2,1,0.7773026418242628,2,1,0,1,1,9.5,medium
7.48,1,0,1,0,2,0,3,95,6.2,0,2,2,0.6235530016441954,3,1,1,1,1,9.8,low
8.34,0,0,0,2,3,9,2,71,7.7,1,1,1,0.12878682143013084,2,2,0,1,1,6.8,medium
6.92,0,0,4,2,1,5,1,35,13.2,1,2,1,0.28560433145688097,3,2,0,1,1,13.4,medium
8.69,2,2,1,1,3,11,2,72,6.0,0,3,3,0.38843927527639643,3,1,0,1,1,4.8,low
7.62,0,0,3,2,0,5,2,67,4.9,0,1,1,0.11113772349243299,2,4,0,0,1,2.8,medium
3.88,0,0,1,2,3,6,3,96,2.9,2,1,2,0.9048588432142788,4,1,1,1,1,5.0,low
6.02,0,0,1,1,2,12,1,78,7.9,2,1,2,0.2972284986895459,2,0,0,1,1,7.1,medium
6.1,3,2,0,2,0,12,2,83,4.8,2,1,2,0.7524531295874975,4,3,0,1,1,7.8,low
7.2,2,3,0,2,1,6,3,83,4.7,0,1,1,0.7618243113636501,4,1,1,1,1,5.7,low
3.6,1,3,0,1,1,11,1,48,13.6,1,1,3,0.5370656049123972,3,3,0,0,1,16.8,low
3.85,2,1,0,1,1,14,2,84,10.4,1,3,3,0.4146906477823685,2,2,1,1,1,11.4,low
6.06,3,3,1,1,2,13,3,47,5.7,2,2,3,0.1867905506393016,2,2,1,1,1,6.7,low
9.96,1,2,2,1,0,6,2,48,3.1,3,2,1,0.3054814778002702,1,0,0,1,1,3.7,medium
9.76,0,0,3,0,1,5,3,56,3.7,2,3,2,0.7204127688973374,4,1,1,1,1,3.5,medium
5.99,3,1,1,0,2,4,3,87,6.7,1,2,3,0.9460319285962869,1,0,1,1,1,9.8,low
7.28,1,0,3,1,2,11,2,71,7.0,0,1,1,0.9863029235677895,1,1,0,1,1,5.2,medium
7.24,0,0,0,0,1,1,3,34,4.2,0,1,1,0.36311974149938253,2,0,0,0,0,1.6500000000000001,high
7.41,3,3,2,0,0,12,3,47,4.8,0,1,2,0.5461566284530387,2,2,1,1,1,5.75,low
7.43,0,0,0,0,3,14,2,74,12.4,2,3,3,0.729186104085194,4,0,1,1,1,14.95,low
6.41,1,2,1,2,3,5,3,90,2.9,1,2,2,0.7084845617103024,4,0,1,1,1,1.1,medium
6.21,0,0,3,1,0,1,2,81,6.1,1,2,2,0.76290375552314,2,0,1,1,1,3.7,medium
6.82,0,0,5,1,3,8,2,64,13.3,2,1,2,0.8698132357482893,2,2,1,1,1,17.25,low
3.76,1,0,2,2,1,11,2,51,3.2,1,2,3,0.7641000979638273,2,0,0,1,1,5.0,low
6.65,0,0,4,0,0,9,1,83,10.4,1,1,1,0.24726465031062528,2,2,0,1,1,10.6,medium
7.25,0,0,0,2,1,11,3,57,2.6,1,2,1,0.9820444516829521,1,2,0,1,1,1.6,low
6.4,0,0,1,1,1,13,3,86,5.4,2,1,2,0.6515304206998669,1,1,0,1,1,6.8999999999999995,low
6.85,0,0,4,0,3,6,2,93,5.6,0,2,1,0.7685000898528519,1,0,0,0,0,9.1,medium
7.61,0,0,1,0,1,7,2,76,11.4,0,1,3,0.9362482388346183,1,3,1,1,1,13.5,low
7.44,1,3,1,1,2,6,3,93,3.8,3,2,2,0.3060283916525852,2,0,0,0,1,2.5,medium
6.73,1,0,1,1,0,8,3,45,6.3,3,1,1,0.14979903726478658,1,0,0,1,1,5.9,high
6.94,2,2,0,0,1,12,3,71,3.2,3,1,1,0.46266016560517365,1,1,0,1,1,5.1,medium
7.16,0,0,2,1,1,2,2,26,11.0,0,3,3,0.9216712725152373,2,3,0,1,1,11.5,low
9.49,0,0,0,1,1,5,3,87,2.9,1,1,3,0.9561795027208694,2,4,0,1,1,2.2,low
7.54,0,0,2,0,3,9,3,35,5.7,2,1,3,0.31324843060093327,1,0,0,1,1,5.1,medium
9.95,0,0,1,1,3,12,3,65,4.1,0,1,1,0.5986802320152921,3,2,0,1,1,5.75,medium
3.77,0,0,3,1,0,7,2,92,6.8,3,2,3,0.29713934421511207,2,2,0,0,1,6.9,medium
6.09,4,4,1,1,0,2,1,98,19.2,1,1,3,0.46182374363845524,2,0,1,1,1,25.1,low
6.72,2,1,2,0,1,0,2,77,15.8,3,2,3,0.5670061831655755,2,0,0,0,1,14.1,medium
4.8,1,0,1,1,3,9,3,97,6.0,1,2,2,0.945257503622105,1,2,1,1,1,8.049999999999999,low
4.19,0,0,2,0,2,0,2,92,12.6,1,3,1,0.942170263055413,1,4,0,1,1,8.8,high
6.81,0,0,3,0,3,4,2,83,10.3,1,3,1,0.45919953616340947,1,0,0,1,1,11.3,high
4.62,0,0,0,2,3,4,2,53,15.7,3,2,2,0.6655379462054167,3,1,1,1,1,21.0,low
5.75,0,0,1,1,2,13,2,56,6.3,1,2,1,0.33989716472608256,2,3,0,0,1,4.3,low
8.96,0,0,2,0,1,12,2,59,7.5,1,1,1,0.7080186805656831,1,0,1,1,1,1.6500000000000001,medium
4.35,1,1,3,2,2,3,2,93,4.0,0,1,1,0.24623255524710935,2,3,0,1,1,3.3,medium
3.78,0,0,5,2,1,7,2,29,10.1,2,2,3,0.13666217646179346,1,0,1,1,1,13.799999999999999,low
9.88,0,0,1,0,1,7,3,67,5.8,1,1,2,0.144391095379299,2,1,0,0,1,4.2,low
9.94,0,0,3,2,2,8,3,59,7.8,1,1,3,0.6920348870346222,2,0,1,1,1,9.2,low
6.15,0,0,1,0,2,6,2,76,6.8,0,2,2,0.42451948705346465,2,0,0,1,1,3.3,medium
5.08,0,0,1,0,2,14,3,38,5.5,1,2,1,0.44643450452272704,1,1,1,1,1,3.7,high
5.66,0,0,0,1,2,1,3,25,7.7,0,3,1,0.26889370804573487,2,4,1,1,1,6.7,high
6.89,0,0,3,1,3,11,1,94,9.5,1,3,3,0.939698354397241,2,0,1,1,1,13.2,low
4.85,2,0,1,1,1,7,2,69,10.0,1,2,2,0.6145636396781446,3,1,1,1,1,12.9,medium
4.26,0,0,2,0,1,9,2,80,5.0,0,2,1,0.16000547458619338,2,2,0,1,1,5.3,high
3.96,0,0,1,0,0,4,2,37,11.7,0,2,1,0.9505908621021413,4,0,0,0,0,7.9,high
5.2,1,0,2,1,1,1,2,38,9.3,2,2,3,0.1914964748953698,2,0,0,1,1,8.5,low
4.26,2,0,1,1,2,3,2,93,7.1,0,2,2,0.16172508183387888,3,0,1,1,1,6.9,low
9.02,2,2,1,0,0,9,1,25,8.3,1,1,1,0.7418861631404723,1,1,1,1,1,9.6,low
5.34,4,2,1,0,2,10,3,79,2.7,2,1,1,0.8480337298422073,1,2,0,1,1,1.7,low
7.73,1,0,2,0,2,2,2,51,10.1,3,3,2,0.270850536912536,2,0,0,0,0,8.8,high
3.82,0,0,2,0,0,10,2,65,3.1,0,1,1,0.8672128867214665,2,2,0,0,1,5.8,medium
4.51,0,0,3,1,0,10,3,98,2.4,2,1,1,0.3337762429064592,2,1,0,1,1,1.8,medium
4.37,0,0,0,1,0,14,2,81,6.4,1,2,1,0.19192083288844058,2,2,0,0,1,2.8,medium
5.72,0,0,2,0,0,7,2,53,4.6,2,3,2,0.8074235766321057,3,2,1,1,1,5.6,medium
5.42,2,0,1,1,0,10,3,91,3.3,3,2,2,0.4258154335291826,2,0,1,1,1,1.1,high
7.41,1,0,1,2,0,1,2,93,12.1,2,3,3,0.7613795815721713,1,2,1,1,1,8.7,low
4.52,2,3,0,2,2,0,3,68,4.3,3,2,1,0.8741486931727891,2,1,1,1,1,4.4,low
5.35,0,0,2,0,0,2,2,85,5.6,0,1,1,0.21217263528156882,2,1,1,1,1,3.1,high
7.47,0,0,1,0,3,1,3,75,6.5,0,2,3,0.4730688784252588,3,0,0,1,1,9.1,medium
6.54,0,0,1,0,1,5,2,96,5.0,2,2,2,0.24547734161468115,2,3,0,1,1,5.9,high
6.42,1,4,2,0,1,9,3,88,4.8,3,1,2,0.6460328028320471,1,1,1,1,1,3.6,medium
7.69,0,0,5,0,2,13,3,43,2.0,0,1,1,0.5449959558492746,4,1,0,0,0,1.9,high
5.86,2,1,1,2,1,14,2,93,11.3,1,3,3,0.3417243658846423,1,1,0,1,1,9.1,medium
4.06,0,0,4,1,2,4,3,50,5.7,0,3,1,0.545742878763043,3,3,0,0,1,2.4,high
9.19,2,1,2,1,3,14,3,63,6.5,0,1,1,0.3355698049860798,2,0,0,1,1,4.1,low
6.12,1,3,0,0,0,2,3,39,5.6,1,2,2,0.3626292601370733,2,0,0,0,0,2.2,medium
7.69,3,2,0,2,0,2,3,82,4.6,0,2,2,0.7294250884458581,3,0,0,1,1,3.4,low
6.46,1,0,1,0,1,8,3,76,6.5,1,2,2,0.2671698868795026,3,3,1,1,1,4.9,medium
7.94,0,0,0,0,2,2,2,87,4.3,0,1,2,0.8578584151062528,2,0,1,1,1,4.8,high
4.87,0,0,0,1,1,1,1,88,13.7,1,1,2,0.1462885527129611,4,0,0,0,0,10.7,high
6.53,0,0,0,0,3,7,1,73,12.7,1,2,1,0.787144299792358,4,0,0,1,1,15.4,low
6.35,2,0,0,1,0,9,2,52,6.9,0,2,1,0.2857105976181323,4,3,1,1,1,4.1,low
6.65,0,0,1,2,0,13,3,63,2.3,1,1,2,0.6750209348060585,1,3,0,0,1,1.1,medium
6.95,1,1,1,2,1,7,3,53,5.2,1,1,2,0.5465784333654566,4,1,1,1,1,2.6,medium
5.65,0,0,1,0,3,10,1,67,10.5,0,1,1,0.5477039461654051,1,0,1,1,1,8.1,high
4.98,3,4,0,2,2,9,3,76,2.9,3,1,2,0.9470285263390169,1,1,1,1,1,4.9,low
9.07,0,0,2,0,2,7,3,51,5.8,0,2,2,0.6048482355697746,3,2,1,1,1,4.9,low
7.22,0,0,2,1,3,13,2,64,5.5,2,1,2,0.2108648246318442,2,0,1,1,1,4.8,medium
4.4,0,0,2,1,0,6,2,26,7.7,1,2,1,0.7051728184675413,2,0,0,0,1,6.6,high
7.06,0,0,0,1,3,8,2,86,7.2,2,1,1,0.14433955791285003,2,0,0,1,1,7.6,low
6.45,2,2,0,1,3,9,3,44,2.2,0,1,3,0.31827076252196296,3,0,0,1,1,2.8,low
7.43,1,2,4,0,2,10,3,45,3.4,1,1,1,0.4938501801190357,2,0,0,0,0,5.4,high
9.03,0,0,2,1,1,13,3,50,3.8,0,1,1,0.12090060669117933,2,0,0,0,0,5.2,high
3.79,0,0,0,0,2,8,3,55,5.6,3,1,2,0.9997101020859095,4,1,0,0,1,3.7,medium
6.94,4,4,3,0,3,14,2,61,4.5,0,1,2,0.8432035383316968,2,1,0,0,1,8.9,low
6.76,0,0,2,2,3,12,3,59,4.4,2,2,2,0.790024872104825,4,0,0,0,1,4.5,medium
6.6,1,0,0,1,0,14,3,67,4.7,2,1,2,0.2157653102585081,4,2,1,1,1,1.9,low
5.79,2,2,1,1,2,12,1,49,6.0,0,2,1,0.9115415989638735,3,3,0,1,1,7.0,low
3.7,0,0,0,0,3,13,2,74,3.7,0,1,2,0.43362738136190493,4,2,0,0,1,3.9,medium
9.23,1,0,0,0,1,0,2,31,10.6,0,2,1,0.6247071598624109,2,3,1,1,1,13.1,low
7.11,2,1,1,1,1,8,1,36,10.9,0,2,2,0.992237043391966,4,1,1,1,1,13.0,low
5.74,2,0,2,1,0,13,2,64,8.3,1,1,2,0.6298308034763098,1,0,0,1,1,8.7,medium
7.28,1,0,0,0,0,9,2,36,8.9,2,1,2,0.2930291952468124,2,1,0,0,1,6.3,high
8.34,0,0,2,0,2,8,3,91,3.2,1,3,1,0.5709353448954662,3,0,0,1,1,1.6500000000000001,low
4.79,0,0,1,1,0,4,1,98,20.9,1,2,2,0.4633688072669927,1,4,1,1,1,20.9,medium
6.54,2,0,2,0,0,1,2,79,12.2,3,3,3,0.3185052911637354,2,0,1,1,1,15.6,low
7.54,0,0,1,1,3,11,3,36,4.8,2,1,3,0.3858668487477853,4,1,0,1,1,4.0,medium
7.25,0,0,0,0,1,5,2,27,4.7,2,3,2,0.27258707276495586,2,1,0,0,0,2.2,medium
6.12,0,0,2,2,3,5,1,90,10.3,2,3,1,0.5641495203674747,1,1,0,1,1,12.3,low
5.94,1,3,3,1,0,3,2,40,9.0,2,1,1,0.3163977212987779,4,1,1,1,1,11.5,low
7.34,2,3,2,1,0,13,2,30,9.2,3,1,1,0.10036423827149153,3,1,1,1,1,11.5,low
6.78,1,0,1,0,3,2,3,98,6.1,3,3,2,0.791526159417003,2,0,0,1,1,8.049999999999999,low
9.85,1,0,0,2,1,11,2,77,4.3,2,3,2,0.9400322951821286,3,2,0,0,1,1.6500000000000001,high
7.41,0,0,0,2,2,8,3,85,6.8,0,1,3,0.8241748018342864,2,3,1,1,1,9.2,low
7.95,4,1,3,0,1,12,3,72,3.8,3,1,1,0.6165824666739103,4,0,1,1,1,4.5,low
9.38,2,2,3,0,3,1,2,94,11.7,2,1,3,0.37959566052992333,2,0,1,1,1,13.6,low
7.49,1,0,0,1,0,2,2,62,6.4,1,3,1,0.9126012602753735,4,0,1,1,1,5.9,medium
4.36,1,2,2,0,3,9,2,25,8.5,1,1,2,0.7490290255399175,2,3,0,1,1,5.9,low
3.64,0,0,0,1,0,6,2,76,8.0,2,1,1,0.723806623801976,1,0,0,0,1,5.9,medium
6.24,0,0,0,0,0,13,3,73,3.4,2,1,3,0.4369347762641499,2,0,0,0,1,1.1,high
4.9,3,0,2,0,1,5,2,54,4.8,2,2,2,0.12598462380439882,4,1,1,1,1,8.4,low
5.63,0,0,4,1,1,13,3,73,5.7,1,2,1,0.8476818171710763,2,4,0,1,1,5.7,medium
6.28,0,0,4,1,1,11,1,81,9.4,1,2,3,0.4300180724187461,3,1,0,0,1,5.3,medium
9.36,0,0,0,1,3,9,3,38,3.0,0,1,2,0.45397529614327803,2,1,0,0,0,4.7,high
6.31,1,4,5,0,1,12,2,47,5.2,1,2,3,0.9717695493198305,3,2,1,1,1,3.4,low
4.64,1,2,3,1,3,2,3,43,4.6,2,2,1,0.7944662285318081,2,1,0,1,1,3.9,medium
5.29,1,1,1,2,2,1,3,80,5.7,2,2,1,0.19724030888567368,3,1,0,1,1,7.0,medium
4.83,0,0,3,0,2,9,2,74,5.3,1,1,1,0.44725880146864416,4,0,0,0,0,4.4,high
5.14,0,0,0,1,0,14,2,40,12.0,0,1,2,0.15387756026396976,1,0,0,1,1,12.3,medium
5.4,1,0,2,0,1,13,3,33,2.9,0,1,2,0.8409783696466833,1,1,0,0,0,6.3,high
7.55,2,1,0,2,1,8,2,59,8.2,2,2,1,0.19632591687618994,3,1,1,1,1,10.8,low
7.68,1,0,4,0,0,8,3,31,5.6,2,1,3,0.48311945544118606,2,4,1,1,1,9.2,low
8.64,3,0,2,1,2,12,2,30,6.4,1,1,2,0.6273186193488554,3,2,0,1,1,4.4,low
8.45,1,1,0,0,0,5,3,38,3.3,2,2,1,0.3069365459658161,1,2,1,1,1,3.3,medium
6.63,0,0,3,1,2,2,2,79,5.9,1,2,3,0.378619205057551,2,2,1,1,1,5.4,medium
3.63,0,0,1,2,0,14,3,95,6.0,1,1,1,0.48054449183422354,3,2,1,1,1,8.049999999999999,medium
5.55,0,0,4,1,1,10,3,46,4.2,2,1,2,0.20753873989367022,1,3,0,0,1,1.9,medium
6.46,1,3,0,2,0,9,3,68,5.6,1,1,1,0.6422404502882819,2,0,0,1,1,3.5,medium
3.82,0,0,0,1,2,3,1,98,16.7,3,1,2,0.43406373159732126,1,0,1,1,1,14.7,medium
5.09,0,0,1,2,1,7,1,44,9.0,1,1,1,0.10602619391451885,1,2,0,1,1,8.0,medium
9.1,1,0,5,0,2,6,3,25,5.3,2,1,2,0.4642227455729724,3,0,0,0,1,2.7,high
